mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
5	5	14	14	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	71												
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	72												
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	73										9		
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	74										9		
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	75										9		
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	76										9		
6	6	17	17	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf									9		
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	77										9		
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	78												
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	79										10		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	80												
6	6	15	15	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	81										11		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	82										11		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	83												
6	6	15	15	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	84												
7	7	18	18	0.0	0	0	Spanner	3/4	1	1	0																3
7	7	18	18	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	85												3
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	86										12		3
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	87										12		3
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	88												3
7	7	18	18	0.0	0	0	Spanner	3/4	2	1	0																4
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	89										13		4
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	90												4
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	91										14		4
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	92										14		4
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	93												4
7	7	18	18	0.0	0	0	Spanner	3/4	3	1	0																5
7	7	18	18	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	94										15		5
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	95												5
7	7	19	19	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	96												5
7	7	20	20	0.0	1/2	1/2	Spanner	3/4	3	1	0																
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	97												
7	7	18	18	0.0	0	0	Spanner	3/4	4	1	0																6
7	7	18	18	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	98										16		6
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	99												6
7	7	19	19	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	100												6
7	7	20	20	0.0	1/2	1/2	Spanner	3/4	4	1	0																
7	7	20	20	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	101												
8	8	21	21	0.0	0	0	Dynamic	3/4	1	1	0					p											
8	8	21	21	0.0	0	0	Spanner	3/4	1	1	0																
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	102										17		
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	103												
8	8	21	21	0.0	0	0	Dynamic	3/4	2	1	0					p											
8	8	21	21	0.0	0	0	Spanner	3/4	2	1	0																
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	104										18		
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	105												
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	106										19		
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	107										19		
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	108												
8	8	21	21	0.0	0	0	Dynamic	3/4	3	1	0					p											
8	8	21	21	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	109										20		
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	110										20		
8	8	23	23	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	111										20		
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	112												
8	8	21	21	0.0	0	0	Dynamic	3/4	4	1	0					p											
8	8	21	21	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	113												
9	9	24	24	0.0	0	0	Dynamic	3/4	2	1	0					p											
9	9	24	24	0.0	0	0	Spanner	3/4	2	1	0															4	
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	114											4	
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	115											4	
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	116											4	
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	117											4	
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	118											4	
9	9	24	24	0.0	0	0	Dynamic	3/4	3	1	0					p											
9	9	24	24	0.0	0	0	Spanner	3/4	3	1	0															5	
9	9	24	24	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	119											5	
9	9	25	25	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	120											5	
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	121											5	
9	9	26	26	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	122											5	
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	123											5	
9	9	24	24	0.0	0	0	Dynamic	3/4	4	1	0					p											
9	9	24	24	0.0	0	0	Spanner	3/4	4	1	0															6	
9	9	24	24	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	124											6	
9	9	25	25	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	125											6	
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	126											6	
9	9	26	26	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	127											6	
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	128											6	
10	10	28	28	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf											
10	10	28	28	0.0	1/4	1/4	Spanner	3/4	1	1	0															7	
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	129										21	7	
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	130											7	
10	10	27	27	0.0	0	0	Dynamic	3/4	2	1	0					sf											
10	10	27	27	0.0	0	0	Spanner	3/4	2	1	0																
10	10	27	27	0.0	0	0	Spanner	3/4	2	1	0																7
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	131										22		7
10	10	27	27	0.0	0	0	Dynamic	3/4	3	1	0					sf											
10	10	27	27	0.0	0	0	Spanner	3/4	3	1	0																
10	10	27	27	0.0	0	0	Spanner	3/4	3	1	0																8
10	10	27	27	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	132												8
10	10	27	27	0.0	0	0	Dynamic	3/4	4	1	0					sf											
10	10	27	27	0.0	0	0	Spanner	3/4	4	1	0																
10	10	27	27	0.0	0	0	Spanner	3/4	4	1	0																9
10	10	27	27	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	133										23		9
11	11	30	30	0.0	0	0	Dynamic	3/4	1	1	0					p											
11	11	30	30	0.0	0	0	Spanner	3/4	1	1	0																
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	134												
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	135												
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	136										24		
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	137										24		
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	138												
11	11	30	30	0.0	0	0	Dynamic	3/4	2	1	0					p											
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0																
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	139												
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	140												
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	141												
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	142												
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	143												
11	11	30	30	0.0	0	0	Dynamic	3/4	3	1	0					p											
11	11	30	30	0.0	0	0	Spanner	3/4	3	1	0																
11	11	30	30	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	144												
11	11	31	31	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	145												
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	146												
11	11	32	32	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	147												
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	148												
11	11	30	30	0.0	0	0	Dynamic	3/4	4	1	0					p											
11	11	30	30	0.0	0	0	Spanner	3/4	4	1	0																
11	11	30	30	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	149												
11	11	31	31	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	150												
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	151												
11	11	32	32	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	152												
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	153												
12	12	33	33	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	154										25		
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	155										25		
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	156										25		
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	157												
12	12	34	34	0.0	1/4	1/4	StaffText	3/4	1	1	0							cresc.									
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	158										26		
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	159										26		
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	160												
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	161												
12	12	34	34	0.0	1/4	1/4	StaffText	3/4	2	1	0							cresc.									
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	162												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	163												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	164												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	165												
12	12	33	33	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	166												
12	12	34	34	0.0	1/4	1/4	StaffText	3/4	3	1	0							cresc.									
12	12	34	34	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	167												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	168												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	169												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	170												
12	12	33	33	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	171												
12	12	34	34	0.0	1/4	1/4	StaffText	3/4	4	1	0							cresc.									
12	12	34	34	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	172												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	173												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	174												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	175												
13	13	36	36	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	176										27		
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	177										27		
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	178										27		
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	179												
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	180										28		
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	181										28		
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	182												
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	183												
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	184												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	185												
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	186												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	187												
13	13	36	36	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	188												
13	13	37	37	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	189												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	190												
13	13	38	38	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	191												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	192												
13	13	36	36	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	193												
13	13	37	37	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	194												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	195												
13	13	38	38	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	196												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	197												
14	14	39	39	0.0	0	0	Dynamic	3/4	1	1	0					f											
14	14	39	39	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	198										29		
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	199										29		
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	200										29		
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	201												
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	202										30		
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	203										30		
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	204												
14	14	39	39	0.0	0	0	Dynamic	3/4	2	1	0					f											
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	205												
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	206												
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	207												
14	14	39	39	0.0	0	0	Dynamic	3/4	3	1	0					f											
14	14	39	39	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	208												
14	14	41	41	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	209												
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	210										31		
14	14	39	39	0.0	0	0	Dynamic	3/4	4	1	0					f											
14	14	39	39	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	211												
15	15	42	42	0.0	0	0	StaffText	3/4	1	1	0							dim.									
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	212										32		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	213										32		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	214										32		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	215												
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	216										33		
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	217										33		
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	218												
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	219										34		
15	15	43	43	0.0	1/4	1/4	StaffText	3/4	2	1	0							dim.							34		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	220										34		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	221												
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	222												
15	15	42	42	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	223										31		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	224										31		
15	15	43	43	0.0	1/4	1/4	StaffText	3/4	3	1	0							dim.							31		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	225										31		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	226										31		
15	15	44	44	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	227										31		
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	228												
15	15	42	42	0.0	0	0	StaffText	3/4	4	1	0							dim.									
15	15	42	42	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	229												
15	15	44	44	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	230												
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0					f											
